"","Station ID","Station_Name","Station_Region","Diesel_Quota","Tank_ID","Product_Name","04/10/2016_sales","04/10/2016_stock","05/10/2016_sales","05/10/2016_stock","06/10/2016_sales","06/10/2016_stock","07/10/2016_sales","07/10/2016_stock","08/10/2016_sales","08/10/2016_stock","09/10/2016_sales","09/10/2016_stock","10/10/2016_sales","10/10/2016_stock"
"784",90018184,"REZAMSULONG ENTERPRISE","EAST1",81900,"90018184-1","BIODIESEL B7 (RETAIL)",NA,5000,5800,NA,5000,4200,5200,18000,NA,13000,7500,NA,16000,NA
"785",90018184,"REZAMSULONG ENTERPRISE","EAST1",81900,"90018184-2","PRIMAX 95",NA,4750,4800,NA,5900,5000,4500,14500,NA,19500,19500,NA,11500,NA
"786",90018184,"REZAMSULONG ENTERPRISE","EAST1",81900,"90018184-4","PRIMAX 97",NA,300,250,NA,350,450,200,10000,NA,9000,9000,NA,8500,NA
"787",90018184,"REZAMSULONG ENTERPRISE","EAST1",81900,"90018184-3","PRIMAX 95",NA,4750,4800,NA,5900,5000,4500,10000,NA,15000,5500,NA,18500,NA
"788",90018192,"KOPERASI FELDA SEBERTAK BERHAD","EAST2",60060,"90018192-2","PRIMAX 95",NA,2404,2268,2453,2864,2531,2660,NA,NA,10734,6234,1289,12192,NA
"789",90018192,"KOPERASI FELDA SEBERTAK BERHAD","EAST2",60060,"90018192-3","PRIMAX 95",NA,2403,2269,2452,2865,2530,2660,NA,NA,24327,24390,24390,19412,NA
"790",90018192,"KOPERASI FELDA SEBERTAK BERHAD","EAST2",60060,"90018192-4","PRIMAX 95",NA,2404,2269,2453,2865,2530,2659,NA,NA,20839,18166,14493,16861,NA
"791",90018192,"KOPERASI FELDA SEBERTAK BERHAD","EAST2",60060,"90018192-1","BIODIESEL B7 (RETAIL)",NA,2830,2477,1969,1847,1606,2141,NA,NA,17271,14788,12731,16111,NA
"792",90018216,"MONARITA ENTERPRISE","SOUTH1",27300,"90018216-3","PRIMAX 95",1802,1708,1807,2088,2450,2475,2013,7437,11008,9500,12664,9438,6013,NA
"793",90018216,"MONARITA ENTERPRISE","SOUTH1",27300,"90018216-4","PRIMAX 97",370,247,149,254,377,418,291,7360,7000,6753,6604,6606,6306,NA
"794",90018216,"MONARITA ENTERPRISE","SOUTH1",27300,"90018216-1","BIODIESEL B7 (RETAIL)",661,455,922,852,505,148,527,6819,4740,4265,8803,7509,7004,NA
"795",90018216,"MONARITA ENTERPRISE","SOUTH1",27300,"90018216-2","PRIMAX 95",1801,1709,1806,2089,2451,2475,2012,8818,11386,9334,13071,8233,6385,NA
"796",90018293,"CRE SERVICE STATION","EAST1",49140,"90018293-3","PRIMAX 95",3333,3000,3000,2667,3000,2667,2666,19000,15000,8000,19000,17000,10000,NA
"797",90018293,"CRE SERVICE STATION","EAST1",49140,"90018293-4","PRIMAX 95",3333,3000,3000,2666,3000,2667,2667,9000,5000,12000,13000,11000,16000,NA
"798",90018293,"CRE SERVICE STATION","EAST1",49140,"90018293-1","BIODIESEL B7 (RETAIL)",2000,2000,2000,1000,2000,2000,1000,12000,10000,9000,7000,12000,10000,NA
"799",90018293,"CRE SERVICE STATION","EAST1",49140,"90018293-2","PRIMAX 95",3334,3000,3000,2667,3000,2666,2667,3000,1000,12000,7000,16000,15000,NA
"800",90018303,"SCA DAGANG","CENTR3",32900,"90018303-2","PRIMAX 97",811,1075,223,1509,918,997,1041,13397,12648,11421,10955,9633,8763,NA
"801",90018303,"SCA DAGANG","CENTR3",32900,"90018303-3","PRIMAX 95",4371,4357,3315,4099,4770,3604,4081,14706,23385,19755,15584,21560,16748,NA
"802",90018303,"SCA DAGANG","CENTR3",32900,"90018303-1","BIODIESEL B7 (RETAIL)",3525,5325,1727,3842,2331,1570,2712,21456,23079,20206,17476,14691,23334,NA
"803",90018303,"SCA DAGANG","CENTR3",32900,"90018303-4","PRIMAX 95",4370,4357,3315,4100,4771,3605,4080,19897,23512,19331,15897,21831,17183,NA
"804",90018313,"ZEKSNI ENTERPRISE","SOUTH2",38220,"90018313-1","PRIMAX 95",2336,2960,2569,2340,3043,3180,2338,7829,18816,24270,16398,9273,19321,NA
"805",90018313,"ZEKSNI ENTERPRISE","SOUTH2",38220,"90018313-2","PRIMAX 95",2337,2959,2569,2340,3043,3180,2339,5634,21790,12724,12877,12877,18337,NA
"806",90018313,"ZEKSNI ENTERPRISE","SOUTH2",38220,"90018313-3","PRIMAX 95",2336,2960,2568,2339,3043,3179,2339,17008,15634,21296,21438,21720,13183,NA
"807",90018313,"ZEKSNI ENTERPRISE","SOUTH2",38220,"90018313-4","BIODIESEL B7 (RETAIL)",1330,1824,1344,1167,1005,712,1316,7829,6438,10085,8835,7546,6574,NA
"808",90018342,"STESEN MINYAK ZK","CENTR2",48634,"90018342-1","BIODIESEL B7 (RETAIL)",2843,2211,2890,1846,1351,854,2641,13583,10999,8784,11398,9486,8176,NA
"809",90018342,"STESEN MINYAK ZK","CENTR2",48634,"90018342-2","PRIMAX 97",928,943,1195,620,985,916,626,15528,14449,13217,12085,11666,10432,NA
"810",90018342,"STESEN MINYAK ZK","CENTR2",48634,"90018342-3","PRIMAX 95",6267,6146,6188,7129,4665,4847,6415,26441,14097,18881,22935,17662,12551,NA
"811",90018342,"STESEN MINYAK ZK","CENTR2",48634,"90018342-4","PRIMAX 95",6267,6145,6187,7130,4665,4847,6416,20078,19532,18946,24045,14842,10603,NA
"812",90018386,"STESEN MINYAK TTDI","CENTR2",59153,"90018386-1","BIODIESEL B7 (RETAIL)",1417,NA,1455,2445,1649,1154,2150,8875,8026,NA,9449,6650,11201,NA
"813",90018386,"STESEN MINYAK TTDI","CENTR2",59153,"90018386-2","PRIMAX 97",2240,NA,1845,3170,2381,2474,2841,14182,12091,NA,7747,14782,12687,NA
"814",90018386,"STESEN MINYAK TTDI","CENTR2",59153,"90018386-4","PRIMAX 95",6377,NA,4121,7284,6858,5248,7598,19163,10744,NA,15675,6851,15026,NA
"815",90018386,"STESEN MINYAK TTDI","CENTR2",59153,"90018386-5","PRIMAX 95",6377,NA,4121,7284,6857,5249,7599,20048,13873,NA,14779,16779,15975,NA
"816",90018386,"STESEN MINYAK TTDI","CENTR2",59153,"90018386-3","PRIMAX 95",6376,NA,4122,7285,6857,5249,7598,22012,21741,NA,12380,19165,22810,NA
"817",90018404,"STESEN MINYAK ADIL ABADI","CENTR1",21840,"90018404-3","PRIMAX 95",2842,2815,2672,2417,2678,2313,2673,11735,10121,15122,10227,10119,10271,NA
"818",90018404,"STESEN MINYAK ADIL ABADI","CENTR1",21840,"90018404-4","BIODIESEL B7 (RETAIL)",910,746,736,622,725,538,738,10226,9265,13172,12319,11961,11021,NA
"819",90018404,"STESEN MINYAK ADIL ABADI","CENTR1",21840,"90018404-1","PRIMAX 95",2843,2815,2672,2418,2679,2312,2672,16926,14975,18736,16016,15172,15226,NA
"820",90018404,"STESEN MINYAK ADIL ABADI","CENTR1",21840,"90018404-2","PRIMAX 95",2842,2816,2672,2417,2679,2312,2672,15022,12927,19127,15121,14998,8766,NA
"821",90018433,"KOPERASI UNIKEB BERHAD","CENTR3",19610,"90018433-5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",90018433,"KOPERASI UNIKEB BERHAD","CENTR3",19610,"90018433-3","PRIMAX 95",3551,3755,3632,3791,3734,4709,3603,24645,24807,20226,9254,19224,19224,NA
"823",90018433,"KOPERASI UNIKEB BERHAD","CENTR3",19610,"90018433-1","PRIMAX 95",3552,3755,3632,3791,3733,4710,3602,23724,23780,23724,23780,23780,23780,NA
"824",90018433,"KOPERASI UNIKEB BERHAD","CENTR3",19610,"90018433-2","PRIMAX 95",3552,3756,3632,3792,3734,4709,3603,21307,10398,3701,25722,20781,9309,NA
"825",90018433,"KOPERASI UNIKEB BERHAD","CENTR3",19610,"90018433-4","BIODIESEL B7 (RETAIL)",613,491,444,512,541,284,489,8869,8249,7715,7257,6677,6358,NA
"826",90018434,"STESEN MINYAK CENDERAWASIH","NORTH2",114660,"90018434-3","PRIMAX 95",3051,2817,3100,3208,3040,3147,3107,16654,8387,25656,25793,25793,24552,NA
"827",90018434,"STESEN MINYAK CENDERAWASIH","NORTH2",114660,"90018434-4","PRIMAX 97",800,907,738,727,1042,923,798,6726,6014,16456,15871,15163,13996,NA
"828",90018434,"STESEN MINYAK CENDERAWASIH","NORTH2",114660,"90018434-5","BIODIESEL B7 (RETAIL)",4957,5498,5436,5265,3844,1447,6075,21275,16922,16175,10315,16400,12901,NA
"829",90018434,"STESEN MINYAK CENDERAWASIH","NORTH2",114660,"90018434-1","PRIMAX 95",3052,2816,3101,3208,3040,3147,3107,21831,21831,25873,25873,16208,8064,NA
"830",90018434,"STESEN MINYAK CENDERAWASIH","NORTH2",114660,"90018434-2","PRIMAX 95",3051,2817,3101,3208,3040,3146,3107,20728,20728,20383,10696,16156,16237,NA
"831",90018478,"TITIAN ENOLILS","CENTR1",16380,"90018478-1","BIODIESEL B7 (RETAIL)",617,751,912,970,648,214,737,9358,8741,7984,7115,6138,5451,NA
"832",90018478,"TITIAN ENOLILS","CENTR1",16380,"90018478-3","PRIMAX 95",5541,4987,5663,5652,6138,5231,5204,17458,16109,18166,16981,11081,11081,NA
"833",90018478,"TITIAN ENOLILS","CENTR1",16380,"90018478-4","PRIMAX 95",5540,4987,5664,5652,6139,5231,5203,19270,9717,19345,9092,25326,13172,NA
"834",90018478,"TITIAN ENOLILS","CENTR1",16380,"90018478-2","PRIMAX 97",1214,1061,786,1113,1562,1556,898,5688,15505,14385,13408,12415,10752,NA
"835",90018507,"RAZURA ENTERPRISE","CENTR2",45179,"90018507-2","PRIMAX 95",4382,5184,5039,5310,5194,4214,5386,13845,15954,6843,20055,17466,18606,NA
"836",90018507,"RAZURA ENTERPRISE","CENTR2",45179,"90018507-3","PRIMAX 97",1365,1759,1453,1360,1704,1386,1203,13649,12315,10554,9256,8126,6354,NA
"837",90018507,"RAZURA ENTERPRISE","CENTR2",45179,"90018507-1","PRIMAX 95",4382,5184,5039,5309,5194,4214,5386,19467,19614,19909,11971,14284,14504,NA
"838",90018507,"RAZURA ENTERPRISE","CENTR2",45179,"90018507-4","BIODIESEL B7 (RETAIL)",633,1211,2904,1135,1115,728,603,22262,21594,20498,18512,17422,16319,NA
"839",90018517,"SELTRO STATION","EAST1",70980,"90018517-1","BIODIESEL B7 (RETAIL)",1931,3238,2827,1271,1741,3618,2739,16213,14197,10999,13704,12420,16213,NA
"840",90018517,"SELTRO STATION","EAST1",70980,"90018517-2","PRIMAX 95",3039,2958,3313,2812,3409,3678,3027,9791,20572,14569,18847,12999,17270,NA
"841",90018517,"SELTRO STATION","EAST1",70980,"90018517-3","PRIMAX 95",3039,2957,3313,2812,3409,3677,3027,11898,16573,16506,16506,16506,21963,NA
"842",90018521,"E.ZAINUDIN BIN E.MAHMUD","EAST1",32760,"90018521-4","PRIMAX 97",158,305,469,291,160,119,120,16098,16002,15917,15509,15337,15033,NA
"843",90018521,"E.ZAINUDIN BIN E.MAHMUD","EAST1",32760,"90018521-1","BIODIESEL B7 (RETAIL)",1586,1572,1515,1135,1341,1695,1220,12996,8530,3965,15440,13781,12323,NA
"844",90018521,"E.ZAINUDIN BIN E.MAHMUD","EAST1",32760,"90018521-3","PRIMAX 95",4339,5721,5295,3909,4561,5110,4959,14457,20009,20417,22986,15250,21682,NA
"845",90018521,"E.ZAINUDIN BIN E.MAHMUD","EAST1",32760,"90018521-2","PRIMAX 95",4338,5721,5295,3909,4562,5110,4958,9021,20144,9952,20251,15841,22663,NA
"846",90018522,"WANFIZILINA KIOSK","SOUTH2",16380,"90018522-3","PRIMAX 95",4090,4640,4270,4175,4295,4365,4255,16500,11800,17600,18300,24900,16300,NA
"847",90018522,"WANFIZILINA KIOSK","SOUTH2",16380,"90018522-4","PRIMAX 97",1400,1340,1500,1100,2100,1600,830,14100,12700,11360,9800,8700,6600,NA
"848",90018522,"WANFIZILINA KIOSK","SOUTH2",16380,"90018522-1","BIODIESEL B7 (RETAIL)",1300,1680,1300,1100,1300,1000,1200,10250,8950,6270,4950,16300,15000,NA
"849",90018522,"WANFIZILINA KIOSK","SOUTH2",16380,"90018522-2","PRIMAX 95",4090,4640,4270,4175,4295,4365,4255,24030,19400,12000,19200,15600,15600,NA
"850",90018541,"STESEN MINYAK TASHA","SOUTH2",60060,"90018541-2","PRIMAX 95",3055,3585,3145,4090,3555,3650,3870,16180,16180,25390,19100,19100,19100,NA
"851",90018541,"STESEN MINYAK TASHA","SOUTH2",60060,"90018541-1","PRIMAX 95",3055,3585,3145,4090,3555,3650,3870,22950,16840,16840,16840,25040,17930,NA
"852",90018541,"STESEN MINYAK TASHA","SOUTH2",60060,"90018541-3","PRIMAX 97",330,970,550,720,710,810,770,13420,13090,12120,11570,10850,10140,NA
"853",90018541,"STESEN MINYAK TASHA","SOUTH2",60060,"90018541-4","BIODIESEL B7 (RETAIL)",3180,3210,3630,3100,2170,1480,2850,20320,17140,19390,15760,18120,15950,NA
"854",90018542,"ANFAL ENTERPRISE","CENTR3",46796,"90018542-3","PRIMAX 97",1042,1042,960,1145,1145,1072,1431,16011,14738,13615,12639,11567,10601,NA
"855",90018542,"ANFAL ENTERPRISE","CENTR3",46796,"90018542-4","PRIMAX 95",4364,3822,4197,4513,4828,4667,4274,24048,11063,974,23146,21753,20880,NA
"856",90018542,"ANFAL ENTERPRISE","CENTR3",46796,"90018542-1","BIODIESEL B7 (RETAIL)",2307,2294,3009,2317,2233,1615,2233,18451,16240,13850,10792,8471,11763,NA
"857",90018542,"ANFAL ENTERPRISE","CENTR3",46796,"90018542-2","PRIMAX 95",4363,3823,4197,4512,4827,4667,4274,15403,14146,12889,11596,15573,14298,NA
"858",90018542,"ANFAL ENTERPRISE","CENTR3",46796,"90018542-5","PRIMAX 95",4364,3822,4198,4513,4828,4666,4273,22721,22860,23249,16507,16530,14706,NA
"859",90018561,"MAKHATAR BIN SAAT","EAST1",60060,"90018561-2","PRIMAX 95",1700,2260,1801,1604,1910,2303,1868,20364,20304,20183,15700,10300,14618,NA
"860",90018561,"MAKHATAR BIN SAAT","EAST1",60060,"90018561-3","PRIMAX 95",1699,2260,1800,1605,1911,2303,1868,9806,6954,5988,5954,12599,12301,NA
"861",90018561,"MAKHATAR BIN SAAT","EAST1",60060,"90018561-1","PRIMAX 95",1699,2259,1801,1604,1910,2304,1868,11119,8472,2381,1450,12556,14119,NA
"862",90018561,"MAKHATAR BIN SAAT","EAST1",60060,"90018561-4","BIODIESEL B7 (RETAIL)",1001,1274,932,790,898,1344,1407,11702,10236,7980,6954,6257,10733,NA
"863",90018578,"AIRIYA JAYA","CENTR3",39176,"90018578-1","PRIMAX 95",6728,6826,6358,7378,6914,6017,6428,22785,15223,12231,16310,18752,11054,NA
"864",90018578,"AIRIYA JAYA","CENTR3",39176,"90018578-2","PRIMAX 95",6728,6826,6357,7377,6914,6016,6428,21737,15159,13225,16769,19657,11656,NA
"865",90018578,"AIRIYA JAYA","CENTR3",39176,"90018578-4","PRIMAX 97",1002,1108,1202,1423,1109,1109,1222,16107,15298,14040,12746,11277,10097,NA
"866",90018578,"AIRIYA JAYA","CENTR3",39176,"90018578-3","PRIMAX 95",6728,6825,6358,7377,6913,6017,6429,22601,17083,12970,18602,17707,12749,NA
"867",90018578,"AIRIYA JAYA","CENTR3",39176,"90018578-5","BIODIESEL B7 (RETAIL)",1507,1148,1028,1802,914,969,1411,11507,10097,8960,7828,5898,4813,NA
"868",90018579,"LUKMAN BIN A HAMID","CENTR1",60060,"90018579-3","PRIMAX 95",5231,4973,4947,4644,5062,5694,4654,14174,18923,12893,17537,10730,19951,NA
"869",90018579,"LUKMAN BIN A HAMID","CENTR1",60060,"90018579-4","PRIMAX 95",5231,4973,4948,4644,5061,5695,4654,19565,15321,15326,13576,13590,20643,NA
"870",90018579,"LUKMAN BIN A HAMID","CENTR1",60060,"90018579-1","BIODIESEL B7 (RETAIL)",3831,2524,2223,2892,3332,588,3434,14017,10266,7610,10908,8227,9767,NA
"871",90018579,"LUKMAN BIN A HAMID","CENTR1",60060,"90018579-2","PRIMAX 95",5231,4972,4947,4644,5061,5695,4654,13207,24107,15099,18988,11855,18421,NA
"872",90018584,"STN MINYAK SIS INDAH","SOUTH2",49140,"90018584-1","PRIMAX 95",8510,8187,7928,8463,9332,9753,8141,18336,23621,13117,17896,22752,21753,NA
"873",90018584,"STN MINYAK SIS INDAH","SOUTH2",49140,"90018584-2","PRIMAX 95",8510,8186,7928,8463,9331,9753,8141,987,22706,22694,10169,17520,17097,NA
"874",90018584,"STN MINYAK SIS INDAH","SOUTH2",49140,"90018584-4","PRIMAX 97",3466,2546,2526,2584,3196,4250,2537,11411,19273,16726,14325,11800,19333,NA
"875",90018584,"STN MINYAK SIS INDAH","SOUTH2",49140,"90018584-5","BIODIESEL B7 (RETAIL)",3166,2738,3109,2323,2924,2028,2830,11155,18764,16457,18724,16304,18942,NA
"876",90018584,"STN MINYAK SIS INDAH","SOUTH2",49140,"90018584-3","PRIMAX 95",8510,8187,7927,8463,9332,9753,8142,23137,3292,12303,23247,12377,17497,NA
"877",90018589,"ZAIKAMA ENTERPRISE","NORTH2",49140,"90018589-1","PRIMAX 95",3680,4349,3630,3687,4131,4592,3357,17980,10600,26950,26950,25020,26284,NA
"878",90018589,"ZAIKAMA ENTERPRISE","NORTH2",49140,"90018589-2","PRIMAX 95",3680,4348,3631,3687,4130,4591,3358,18456,18456,15804,8523,19440,20942,NA
"879",90018589,"ZAIKAMA ENTERPRISE","NORTH2",49140,"90018589-3","PRIMAX 97",348,469,439,597,632,817,238,11192,10891,10400,10114,9597,8960,NA
"880",90018589,"ZAIKAMA ENTERPRISE","NORTH2",49140,"90018589-4","BIODIESEL B7 (RETAIL)",3527,2808,3889,3121,3269,2460,3200,18640,15160,17800,13949,21740,18470,NA
"881",90018605,"STESYEN MINYAK PETROMEX","SOUTH1",109200,"90018605-4","PRIMAX 97",1272,1444,1199,1805,1736,1600,1200,7244,5930,10183,14546,12730,10732,NA
"882",90018605,"STESYEN MINYAK PETROMEX","SOUTH1",109200,"90018605-5","BIODIESEL B7 (RETAIL)",7386,8106,7210,5474,4925,2950,5563,21471,14250,11502,15287,20524,15737,NA
"883",90018605,"STESYEN MINYAK PETROMEX","SOUTH1",109200,"90018605-3","PRIMAX 95",6649,7207,6184,6918,6898,7529,6995,9802,9427,20249,11959,22522,13648,NA
"884",90018605,"STESYEN MINYAK PETROMEX","SOUTH1",109200,"90018605-1","PRIMAX 95",6650,7207,6184,6917,6899,7529,6994,26067,15887,17197,23495,21471,18928,NA
"885",90018605,"STESYEN MINYAK PETROMEX","SOUTH1",109200,"90018605-2","PRIMAX 95",6649,7208,6184,6917,6898,7529,6995,21590,11639,12575,22979,20661,10732,NA
"886",90018618,"AHA DAGANG ENTERPRISE","CENTR2",32578,"90018618-1","PRIMAX 95",4495,4940,4495,3995,3775,3995,3995,18694,24154,11604,11604,18094,10544,NA
"887",90018618,"AHA DAGANG ENTERPRISE","CENTR2",32578,"90018618-2","PRIMAX 97",301,655,1145,1020,322,455,750,11435,11130,10080,6860,5576,10920,NA
"888",90018618,"AHA DAGANG ENTERPRISE","CENTR2",32578,"90018618-3","PRIMAX 95",4495,4940,4495,3995,3775,3995,3995,25965,22435,22435,13445,10625,10625,NA
"889",90018618,"AHA DAGANG ENTERPRISE","CENTR2",32578,"90018618-4","BIODIESEL B7 (RETAIL)",322,1020,1254,1245,1055,321,655,12545,12183,11333,9218,7250,4775,NA
"890",90018622,"STESEN MINYAK ZAINUDIN","SOUTH2",10920,"90018622-2","PRIMAX 95",2448,2697,2571,2706,3102,3262,3055,8273,2746,2745,24374,24375,18302,NA
"891",90018622,"STESEN MINYAK ZAINUDIN","SOUTH2",10920,"90018622-3","PRIMAX 97",363,493,438,530,277,468,335,7558,7163,6649,11685,11114,10837,NA
"892",90018622,"STESEN MINYAK ZAINUDIN","SOUTH2",10920,"90018622-4","BIODIESEL B7 (RETAIL)",1760,1222,1946,1311,835,1351,1570,8065,6253,5102,8591,7341,6505,NA
"893",90018622,"STESEN MINYAK ZAINUDIN","SOUTH2",10920,"90018622-1","PRIMAX 95",2448,2696,2570,2707,3102,3262,3055,22878,18186,13390,13521,7920,7789,NA
"894",90018632,"SYARIKAT DAYA INSAN","CENTR3",119509,"90018632-3","PRIMAX 95",5681,5116,3536,5852,5647,4646,5178,NA,11597,13358,13358,20196,16816,NA
"895",90018632,"SYARIKAT DAYA INSAN","CENTR3",119509,"90018632-1","BIODIESEL B7 (RETAIL)",6542,6839,6416,5962,4687,1616,4738,NA,18774,17253,15876,15569,24136,NA
"896",90018632,"SYARIKAT DAYA INSAN","CENTR3",119509,"90018632-2","PRIMAX 97",221,170,162,265,460,161,137,NA,9749,9235,9088,9014,8442,NA
"897",90018632,"SYARIKAT DAYA INSAN","CENTR3",119509,"90018632-4","PRIMAX 95",5680,5115,3535,5853,5647,4645,5179,NA,13821,18045,14253,17118,22435,NA
"898",90018633,"STESEN SERVIS FAZA","CENTR1",16380,"90018633-1","PRIMAX 95",4882,5031,5304,4622,5186,4434,4927,20211,15676,16274,16347,17460,7955,NA
"899",90018633,"STESEN SERVIS FAZA","CENTR1",16380,"90018633-2","PRIMAX 97",1229,826,992,815,785,815,1152,9881,8873,8025,7193,6407,16122,NA
"900",90018633,"STESEN SERVIS FAZA","CENTR1",16380,"90018633-3","PRIMAX 95",4882,5031,5305,4622,5187,4435,4926,19643,14928,20353,9346,20211,20211,NA
"901",90018633,"STESEN SERVIS FAZA","CENTR1",16380,"90018633-4","BIODIESEL B7 (RETAIL)",1050,774,743,588,693,432,871,10026,9231,8517,7747,7193,6580,NA
"902",90018636,"IKATAN MULIA","NORTH2",21840,"90018636-1","BIODIESEL B7 (RETAIL)",4822,3601,3703,4399,2059,1020,3725,21651,16502,13706,9900,16313,13208,NA
"903",90018636,"IKATAN MULIA","NORTH2",21840,"90018636-2","PRIMAX 95",4105,3568,3499,3603,3653,3946,4101,17325,13400,20391,18641,21260,20550,NA
"904",90018636,"IKATAN MULIA","NORTH2",21840,"90018636-3","PRIMAX 95",4105,3568,3498,3602,3654,3947,4101,21500,16860,23672,18523,18037,11900,NA
"905",90018642,"STESEN SERVIS MAKMUR JAYA","NORTH1",141960,"90018642-2","PRIMAX 95",1500,1500,1400,1433,1666,1400,1500,7500,11000,11000,9000,9000,18000,NA
"906",90018642,"STESEN SERVIS MAKMUR JAYA","NORTH1",141960,"90018642-1","BIODIESEL B7 (RETAIL)",6000,8000,6200,7500,8200,4500,8600,20000,19500,11500,16200,20000,11800,NA
"907",90018642,"STESEN SERVIS MAKMUR JAYA","NORTH1",141960,"90018642-3","PRIMAX 95",1500,1500,1400,1434,1667,1400,1500,11500,11500,9500,9500,7500,18500,NA
"908",90018642,"STESEN SERVIS MAKMUR JAYA","NORTH1",141960,"90018642-4","PRIMAX 95",1500,1500,1400,1433,1667,1400,1500,8500,11500,9000,12300,10000,18000,NA
"909",90030134,"NORMYDAA ENTERPRISE","CENTR1",43680,"90030134-1","PRIMAX 95",5279,5446,5409,5424,6372,5835,5465,23476,22776,5976,4749,21566,19876,NA
"910",90030134,"NORMYDAA ENTERPRISE","CENTR1",43680,"90030134-2","PRIMAX 95",5279,5446,5409,5424,6373,5835,5466,4845,4845,26659,10189,10877,17616,NA
"911",90030134,"NORMYDAA ENTERPRISE","CENTR1",43680,"90030134-5","BIODIESEL B7 (RETAIL)",1888,2503,2268,2100,1607,804,1954,12432,10235,13039,9950,8256,12887,NA
"912",90030134,"NORMYDAA ENTERPRISE","CENTR1",43680,"90030134-3","PRIMAX 97",1039,1689,1265,1505,1554,1710,1414,10475,9408,6675,4534,2955,14256,NA
"913",90030134,"NORMYDAA ENTERPRISE","CENTR1",43680,"90030134-4","PRIMAX 95",5278,5446,5409,5423,6372,5836,5465,26766,12550,23504,22359,17213,16259,NA
"914",90030200,"DAYARIA SERVICES","CENTR1",54600,"90030200-3","PRIMAX 95",4555,4513,4597,4514,4563,4500,4481,16963,16927,18220,16037,13222,11827,NA
"915",90030200,"DAYARIA SERVICES","CENTR1",54600,"90030200-1","BIODIESEL B7 (RETAIL)",2018,2183,2117,2291,1211,996,1976,13947,11836,8263,6937,9826,8193,NA
"916",90030200,"DAYARIA SERVICES","CENTR1",54600,"90030200-2","PRIMAX 95",4556,4514,4596,4514,4564,4501,4481,20233,10886,19976,13018,20172,12076,NA
"917",90030200,"DAYARIA SERVICES","CENTR1",54600,"90030200-4","PRIMAX 97",337,406,529,337,366,416,442,9636,9022,7983,7001,6693,6203,NA
"918",90030285,"STESEN PETRONAS JLN HJ AHMAD","EAST2",70980,"90030285-1","BIODIESEL B7 (RETAIL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919",90030285,"STESEN PETRONAS JLN HJ AHMAD","EAST2",70980,"90030285-2","PRIMAX 95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920",90030285,"STESEN PETRONAS JLN HJ AHMAD","EAST2",70980,"90030285-3","PRIMAX 95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",90030285,"STESEN PETRONAS JLN HJ AHMAD","EAST2",70980,"90030285-4","PRIMAX 97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",90030286,"STESEN SERVIS TIMUR SEJATI","EAST2",60060,"90030286-3","PRIMAX 97",300,300,350,NA,300,NA,266,12722,12421,12100,11735,NA,11420,NA
"923",90030286,"STESEN SERVIS TIMUR SEJATI","EAST2",60060,"90030286-4","BIODIESEL B7 (RETAIL)",2122,2160,2454,NA,1990,NA,2567,17356,15100,13480,10880,NA,12860,NA
"924",90030286,"STESEN SERVIS TIMUR SEJATI","EAST2",60060,"90030286-1","PRIMAX 95",4965,4677,4900,NA,4922,NA,4328,14324,23150,15360,22300,NA,21250,NA
"925",90030286,"STESEN SERVIS TIMUR SEJATI","EAST2",60060,"90030286-2","PRIMAX 95",4965,4678,4900,NA,4923,NA,4327,14677,20100,15140,15880,NA,12450,NA
"926",90030288,"BUKIT KUANG FILLING STATION","EAST1",202020,"90030288-3","PRIMAX 95",7049,6660,6919,6714,7036,7536,7698,24925,13554,16612,22071,16102,27000,NA
"927",90030288,"BUKIT KUANG FILLING STATION","EAST1",202020,"90030288-4","PRIMAX 95",7049,6659,6918,6714,7036,7535,7698,13321,26969,26967,13128,22048,13483,NA
"928",90030288,"BUKIT KUANG FILLING STATION","EAST1",202020,"90030288-1","BIODIESEL B7 (RETAIL)",2465,3322,3437,744,3141,3568,3647,24881,19950,25408,18531,23989,20938,NA
"929",90030288,"BUKIT KUANG FILLING STATION","EAST1",202020,"90030288-2","BIODIESEL B7 (RETAIL)",2464,3322,3436,745,3140,3568,3647,22026,22024,20840,26300,24811,27000,NA
"930",90030311,"MEGA PRIMA RESOURCES","EAST2",245700,"90030311-4","BIODIESEL B7 (RETAIL)",12232,13604,10863,10383,8940,7600,12181,19944,13259,11400,10624,11617,13117,NA
"931",90030311,"MEGA PRIMA RESOURCES","EAST2",245700,"90030311-1","PRIMAX 95",7676,6783,6825,7942,7394,7580,7467,18210,18210,3546,23110,23284,23168,NA
"932",90030311,"MEGA PRIMA RESOURCES","EAST2",245700,"90030311-2","PRIMAX 95",7675,6784,6825,7942,7394,7580,7467,17771,6247,26877,7991,24771,6462,NA
"933",90030311,"MEGA PRIMA RESOURCES","EAST2",245700,"90030311-3","PRIMAX 95",7676,6783,6825,7943,7394,7580,7467,2367,23127,24855,24681,5684,23246,NA
