"","Station ID","Station_Name","Station_Region","Diesel_Quota","Tank_ID","Product_Name","04/10/2016_sales","04/10/2016_stock","05/10/2016_sales","05/10/2016_stock","06/10/2016_sales","06/10/2016_stock","07/10/2016_sales","07/10/2016_stock","08/10/2016_sales","08/10/2016_stock","09/10/2016_sales","09/10/2016_stock","10/10/2016_sales","10/10/2016_stock"
"1",80001450,"STN PETRONAS FTSB LU03","EAST2",21840,"80001450-1","PRIMAX 95",NA,788,NA,NA,NA,NA,NA,NA,NA,12276,NA,NA,NA,NA
"2",80001450,"STN PETRONAS FTSB LU03","EAST2",21840,"80001450-2","BIODIESEL B7 (RETAIL)",NA,1954,NA,NA,NA,NA,NA,NA,NA,6710,NA,NA,NA,NA
"3",80003228,"STN PETRONAS KECHAU 01","EAST2",98280,"80003228-4","PRIMAX 95",1058,1058,1136,1143,NA,1056,1233,14252,14252,13331,10032,6112,NA,NA
"4",80003228,"STN PETRONAS KECHAU 01","EAST2",98280,"80003228-1","BIODIESEL B7 (RETAIL)",3918,4621,5422,3171,NA,3826,5747,24692,21017,16106,16399,12862,NA,NA
"5",80003228,"STN PETRONAS KECHAU 01","EAST2",98280,"80003228-3","PRIMAX 95",1058,1058,1135,1144,NA,1055,1233,1368,1368,1368,12784,12784,NA,NA
"6",80003228,"STN PETRONAS KECHAU 01","EAST2",98280,"80003228-2","PRIMAX 95",1058,1058,1135,1144,NA,1055,1234,6918,3573,1319,12705,12705,NA,NA
"7",80003234,"STN PETRONAS FTSB LU02","EAST2",32760,"80003234-2","PRIMAX 95",NA,1751,2178,2283,2964,1899,NA,6126,NA,19563,11598,8428,6146,NA
"8",80003234,"STN PETRONAS FTSB LU02","EAST2",32760,"80003234-1","BIODIESEL B7 (RETAIL)",NA,1325,1285,819,2167,1332,NA,11816,NA,13120,18169,17883,15314,NA
"9",80004633,"FELDA TRADING SDN BHD","SOUTH1",43680,"80004633-1","PRIMAX 95",2246,2260,2515,2431,2466,2523,2385,17592,15472,13071,21601,18872,16489,NA
"10",80004633,"FELDA TRADING SDN BHD","SOUTH1",43680,"80004633-2","BIODIESEL B7 (RETAIL)",1890,1534,1597,1138,1056,1038,1431,10257,8506,6735,10961,9407,8506,NA
"11",80006725,"FELDA TRADING SDN BHD","SOUTH1",54600,"80006725-1","PRIMAX 95",819,733,1182,1082,1080,1373,3743,1909,1810,13118,18340,18340,18340,NA
"12",80006725,"FELDA TRADING SDN BHD","SOUTH1",54600,"80006725-2","PRIMAX 95",818,734,1181,1082,1080,1372,3743,13432,11053,9305,5592,5592,5592,NA
"13",80006725,"FELDA TRADING SDN BHD","SOUTH1",54600,"80006725-4","BIODIESEL B7 (RETAIL)",1646,1134,2240,1563,1576,1652,1815,12759,11126,9232,12386,10743,9146,NA
"14",80006725,"FELDA TRADING SDN BHD","SOUTH1",54600,"80006725-3","PRIMAX 95",818,733,1182,1081,1079,1372,3743,3737,3735,8946,8946,6905,2408,NA
"15",80009705,"STN PETRONAS TERSANG 3","EAST2",49140,"80009705-2","PRIMAX 95",3393,4253,2897,3560,4016,NA,3078,12611,9242,15905,12922,9327,5569,NA
"16",80009705,"STN PETRONAS TERSANG 3","EAST2",49140,"80009705-1","BIODIESEL B7 (RETAIL)",1823,1226,1745,1332,1880,NA,1391,12433,10699,9470,7848,6487,4810,NA
"17",90000039,"SRI JAWI","NORTH2",103740,"90000039-1","PRIMAX 97",497,401,741,584,817,752,554,11361,10759,10460,9865,9276,13798,NA
"18",90000039,"SRI JAWI","NORTH2",103740,"90000039-2","PRIMAX 95",4967,4985,5008,5383,5288,4995,4949,2955,22964,13188,16251,15945,18857,NA
"19",90000039,"SRI JAWI","NORTH2",103740,"90000039-4","BIODIESEL B7 (RETAIL)",3195,3135,2886,2502,2836,1316,3651,18669,21013,17768,15022,12269,15329,NA
"20",90000039,"SRI JAWI","NORTH2",103740,"90000039-3","PRIMAX 95",4967,4986,5009,5384,5288,4994,4950,17464,14715,14408,26615,18369,26619,NA
"21",90000184,"P.Y. HABSAH ENTERPRISE","NORTH2",32760,"90000184-1","PRIMAX 95",2547,2452,2518,2543,3017,3002,2489,18254,18267,23728,23594,16237,17956,NA
"22",90000184,"P.Y. HABSAH ENTERPRISE","NORTH2",32760,"90000184-2","PRIMAX 95",2546,2452,2518,2543,3018,3002,2490,22192,14712,25435,18025,17969,23287,NA
"23",90000184,"P.Y. HABSAH ENTERPRISE","NORTH2",32760,"90000184-3","PRIMAX 95",2547,2452,2518,2544,3018,3001,2489,16055,16055,14112,14126,14098,24724,NA
"24",90000184,"P.Y. HABSAH ENTERPRISE","NORTH2",32760,"90000184-4","BIODIESEL B7 (RETAIL)",1195,1338,1630,872,1406,629,1539,12308,11125,9889,8231,7309,5875,NA
"25",90000195,"SPASDA SERVICE STATION","NORTH1",49140,"90000195-2","PRIMAX 97",599,445,587,392,705,558,548,7849,7167,6766,6242,5731,10714,NA
"26",90000195,"SPASDA SERVICE STATION","NORTH1",49140,"90000195-3","PRIMAX 95",3898,3845,3798,3665,4036,3031,3745,15988,8003,3765,14920,7485,23654,NA
"27",90000195,"SPASDA SERVICE STATION","NORTH1",49140,"90000195-1","BIODIESEL B7 (RETAIL)",1509,1426,1431,976,1328,366,882,10862,9257,7849,17398,16481,14948,NA
"28",90000195,"SPASDA SERVICE STATION","NORTH1",49140,"90000195-4","PRIMAX 95",3897,3844,3797,3665,4036,3032,3745,22644,22644,19203,11626,22498,14464,NA
"29",90000198,"PSS NINA","NORTH2",65520,"90000198-1","PRIMAX 95",3402,3201,3225,3601,3616,3283,3433,25378,25378,25378,20596,10630,16124,NA
"30",90000198,"PSS NINA","NORTH2",65520,"90000198-3","PRIMAX 95",3402,3200,3225,3600,3616,3284,3434,24313,14386,4972,24534,24534,19236,NA
"31",90000198,"PSS NINA","NORTH2",65520,"90000198-4","BIODIESEL B7 (RETAIL)",2257,2470,2133,3380,1332,1287,2742,23028,21061,18611,16555,13226,17270,NA
"32",90000198,"PSS NINA","NORTH2",65520,"90000198-2","PRIMAX 95",3403,3201,3225,3601,3616,3283,3434,14096,14096,14096,20994,20994,20994,NA
"33",90000214,"PSS TUNAS LARUT ENTERPRISE","NORTH2",87360,"90000214-1","PRIMAX 97",856,503,611,804,1005,1103,785,13585,12965,12358,11565,10085,14555,NA
"34",90000214,"PSS TUNAS LARUT ENTERPRISE","NORTH2",87360,"90000214-5","BIODIESEL B7 (RETAIL)",6585,5898,5955,5485,5007,4865,6589,8007,11255,15188,18265,12008,13885,NA
"35",90000214,"PSS TUNAS LARUT ENTERPRISE","NORTH2",87360,"90000214-3","PRIMAX 95",5630,4709,5528,5319,6269,6662,5953,4268,20555,21558,21505,10004,11252,NA
"36",90000214,"PSS TUNAS LARUT ENTERPRISE","NORTH2",87360,"90000214-2","PRIMAX 95",5629,4709,5528,5319,6269,6662,5952,20658,11958,20582,15698,10958,10558,NA
"37",90000214,"PSS TUNAS LARUT ENTERPRISE","NORTH2",87360,"90000214-4","PRIMAX 95",5629,4710,5529,5320,6270,6661,5953,19888,15588,23858,25488,21088,23528,NA
"38",90000220,"SYARIKAT PERNIAGAAN IKHWAN","NORTH2",49140,"90000220-3","PRIMAX 95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",90000220,"SYARIKAT PERNIAGAAN IKHWAN","NORTH2",49140,"90000220-1","BIODIESEL B7 (RETAIL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",90000220,"SYARIKAT PERNIAGAAN IKHWAN","NORTH2",49140,"90000220-2","PRIMAX 97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",90000220,"SYARIKAT PERNIAGAAN IKHWAN","NORTH2",49140,"90000220-4","PRIMAX 95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",90000226,"LUBITRADE SDN BHD","NORTH1",43680,"90000226-1","PRIMAX 95",3222,2976,3364,3303,3331,3337,3109,22066,22066,22066,22066,24743,16634,NA
"43",90000226,"LUBITRADE SDN BHD","NORTH1",43680,"90000226-4","BIODIESEL B7 (RETAIL)",2387,3230,3991,1580,2360,2381,2905,10921,19488,16290,12290,21665,19274,NA
"44",90000226,"LUBITRADE SDN BHD","NORTH1",43680,"90000226-2","PRIMAX 95",3222,2976,3364,3303,3332,3337,3109,10525,19277,11793,3653,25782,25782,NA
"45",90000226,"LUBITRADE SDN BHD","NORTH1",43680,"90000226-3","PRIMAX 95",3223,2977,3364,3304,3332,3337,3109,17791,21171,19625,17638,15635,13685,NA
"46",90000240,"PMS MZH ENTERPRISE","NORTH1",76440,"90000240-2","PRIMAX 95",4895,3831,3882,4169,5239,4119,4355,NA,20986,622,24799,24799,9256,NA
"47",90000240,"PMS MZH ENTERPRISE","NORTH1",76440,"90000240-4","PRIMAX 95",4896,3832,3882,4169,5238,4118,4354,NA,20986,25187,21617,15038,14881,NA
"48",90000240,"PMS MZH ENTERPRISE","NORTH1",76440,"90000240-1","BIODIESEL B7 (RETAIL)",2264,2664,1364,1785,2873,1295,1588,NA,23544,20924,19610,17850,15148,NA
"49",90000240,"PMS MZH ENTERPRISE","NORTH1",76440,"90000240-3","PRIMAX 95",4895,3831,3882,4169,5239,4119,4355,NA,20986,25017,25017,19505,19506,NA
"50",90000242,"NOMAZ PETRO SERVIS ENTERPRISE","NORTH2",54600,"90000242-1","PRIMAX 95",4058,4032,3989,3614,4678,4035,3866,24610,18918,16782,12528,23425,23129,NA
"51",90000242,"NOMAZ PETRO SERVIS ENTERPRISE","NORTH2",54600,"90000242-2","PRIMAX 95",4059,4032,3990,3613,4677,4034,3866,12114,9947,15390,10365,16735,17333,NA
"52",90000242,"NOMAZ PETRO SERVIS ENTERPRISE","NORTH2",54600,"90000242-3","PRIMAX 97",385,363,492,244,312,268,511,12527,12083,11741,11401,11060,10711,NA
"53",90000242,"NOMAZ PETRO SERVIS ENTERPRISE","NORTH2",54600,"90000242-4","BIODIESEL B7 (RETAIL)",3338,2242,2411,1860,1523,866,2247,18598,15862,18232,16711,13527,17396,NA
"54",90000244,"ORIENT SERVICE STATION","NORTH2",289380,"90000244-2","PRIMAX 95",3500,NA,4500,NA,NA,NA,NA,NA,16000,NA,13000,NA,NA,NA
"55",90000244,"ORIENT SERVICE STATION","NORTH2",289380,"90000244-3","BIODIESEL B7 (RETAIL)",3000,NA,4500,NA,NA,NA,NA,NA,20000,NA,20000,NA,NA,NA
"56",90000244,"ORIENT SERVICE STATION","NORTH2",289380,"90000244-1","PRIMAX 95",3500,NA,4500,NA,NA,NA,NA,NA,20000,NA,20000,NA,NA,NA
"57",90000244,"ORIENT SERVICE STATION","NORTH2",289380,"90000244-4","BIODIESEL B7 (RETAIL)",3000,NA,4500,NA,NA,NA,NA,NA,13000,NA,7000,NA,NA,NA
"58",90000246,"PETROBINA ENTERPRISE","NORTH1",229320,"90000246-1","PRIMAX 95",3237,3169,3342,3522,2122,1081,3330,19737,13219,13219,24194,24194,19885,NA
"59",90000246,"PETROBINA ENTERPRISE","NORTH1",229320,"90000246-3","BIODIESEL B7 (RETAIL)",9750,7955,9842,8599,6601,5352,6805,21212,11448,14401,15399,17685,21961,NA
"60",90000246,"PETROBINA ENTERPRISE","NORTH1",229320,"90000246-2","PRIMAX 95",3238,3170,3343,3522,2121,1081,3330,21834,21834,15419,14184,7104,12580,NA
"61",90000248,"STN PERKHIDMATAN B PULAU","NORTH1",70980,"90000248-4","PRIMAX 95",6940,6960,7445,6900,7380,5710,7430,11570,18610,18610,14640,21560,21020,NA
"62",90000248,"STN PERKHIDMATAN B PULAU","NORTH1",70980,"90000248-1","BIODIESEL B7 (RETAIL)",2670,3210,2000,1090,1290,980,930,20400,17730,14520,12520,16890,21060,NA
"63",90000248,"STN PERKHIDMATAN B PULAU","NORTH1",70980,"90000248-2","PRIMAX 97",680,670,630,580,1060,670,710,16080,15400,15330,14700,14120,13060,NA
"64",90000248,"STN PERKHIDMATAN B PULAU","NORTH1",70980,"90000248-3","PRIMAX 95",6940,6960,7445,6900,7380,5710,7430,22960,23880,9960,20880,16540,18700,NA
"65",90000561,"SYARIKAT CHAHAYA BAHAGIA","SOUTH2",54600,"90000561-1","PRIMAX 95",5000,5183,5350,5300,6913,5900,5350,NA,17799,7431,727,11492,23662,NA
"66",90000561,"SYARIKAT CHAHAYA BAHAGIA","SOUTH2",54600,"90000561-4","BIODIESEL B7 (RETAIL)",3200,3270,3100,2400,2261,1300,2682,NA,19680,16410,13135,16024,19223,NA
"67",90000561,"SYARIKAT CHAHAYA BAHAGIA","SOUTH2",54600,"90000561-2","PRIMAX 95",5000,5184,5350,5300,6913,5900,5350,NA,20193,20193,16097,10966,17729,NA
"68",90000561,"SYARIKAT CHAHAYA BAHAGIA","SOUTH2",54600,"90000561-3","PRIMAX 97",400,593,380,450,571,600,621,NA,8469,7876,7485,7025,6417,NA
"69",90000571,"STESEN SERVIS SUHANI","SOUTH2",120120,"90000571-4","BIODIESEL B7 (RETAIL)",6343,6147,6167,5814,5155,3571,7538,25094,17079,10781,15750,15167,20819,NA
"70",90000571,"STESEN SERVIS SUHANI","SOUTH2",120120,"90000571-2","PRIMAX 95",6052,6039,5912,6234,6273,7051,6011,16048,22701,20570,8970,17172,23514,NA
"71",90000571,"STESEN SERVIS SUHANI","SOUTH2",120120,"90000571-1","PRIMAX 95",6052,6038,5911,6234,6273,7051,6011,25236,14800,4340,26215,21504,18946,NA
"72",90000571,"STESEN SERVIS SUHANI","SOUTH2",120120,"90000571-3","PRIMAX 97",1068,1365,1456,1211,1479,2518,1425,12397,15541,14197,12619,11469,15214,NA
"73",90000573,"FELDA TRADING SDN BHD","SOUTH2",65520,"90000573-3","PRIMAX 95",2734,2767,3000,3166,3733,3434,2834,10500,12600,16900,13300,10400,15500,NA
"74",90000573,"FELDA TRADING SDN BHD","SOUTH2",65520,"90000573-1","PRIMAX 95",2733,2767,3000,3167,3733,3433,2833,16800,16800,16800,16800,16800,16800,NA
"75",90000573,"FELDA TRADING SDN BHD","SOUTH2",65520,"90000573-2","PRIMAX 95",2733,2766,3000,3167,3734,3433,2833,8500,14000,12500,6800,16700,80,NA
"76",90000573,"FELDA TRADING SDN BHD","SOUTH2",65520,"90000573-4","BIODIESEL B7 (RETAIL)",3600,4500,2100,2100,3600,3200,3100,10300,12100,12900,10700,14000,10300,NA
"77",90000578,"SITIHAM ENTERPRISE","SOUTH2",21840,"90000578-1","PRIMAX 97",1281,920,1228,1040,1992,1640,1515,16374,15068,14178,13246,11910,9941,NA
"78",90000578,"SITIHAM ENTERPRISE","SOUTH2",21840,"90000578-3","PRIMAX 95",4725,3474,4263,4291,4988,4899,4162,17185,24366,22213,13132,5077,17328,NA
"79",90000578,"SITIHAM ENTERPRISE","SOUTH2",21840,"90000578-2","PRIMAX 95",4724,3475,4263,4292,4988,4898,4163,13910,19665,25566,25566,24707,18858,NA
"80",90000578,"SITIHAM ENTERPRISE","SOUTH2",21840,"90000578-4","BIODIESEL B7 (RETAIL)",1235,625,891,975,830,437,1116,7236,6013,10806,9661,8821,8205,NA
"81",90000583,"OMAR SERVICE STATION","SOUTH1",163800,"90000583-4","PRIMAX 97",839,697,878,657,898,717,877,NA,9689,8848,6291,12851,12953,NA
"82",90000583,"OMAR SERVICE STATION","SOUTH1",163800,"90000583-1","PRIMAX 95",4342,4158,4144,4742,4492,5078,4838,NA,12602,20573,13514,18706,15573,NA
"83",90000583,"OMAR SERVICE STATION","SOUTH1",163800,"90000583-2","PRIMAX 95",4343,4157,4145,4742,4493,5078,4837,NA,14941,17439,13574,18443,13486,NA
"84",90000583,"OMAR SERVICE STATION","SOUTH1",163800,"90000583-3","PRIMAX 95",4342,4157,4145,4742,4492,5077,4838,NA,15101,18067,19826,18101,12235,NA
"85",90000583,"OMAR SERVICE STATION","SOUTH1",163800,"90000583-5","BIODIESEL B7 (RETAIL)",5291,5872,3704,3457,3506,2587,5944,NA,17588,15741,13352,19753,15455,NA
"86",90000605,"QANA'AH PETROL STATIONS","SOUTH2",54600,"90000605-2","PRIMAX 95",3640,3905,3425,4235,5110,5145,3905,21350,14070,24990,24990,16520,17220,NA
"87",90000605,"QANA'AH PETROL STATIONS","SOUTH2",54600,"90000605-3","BIODIESEL B7 (RETAIL)",1690,2260,2340,2740,1680,1020,2930,16519,14829,18029,15689,12949,11269,NA
"88",90000605,"QANA'AH PETROL STATIONS","SOUTH2",54600,"90000605-1","PRIMAX 95",3640,3905,3425,4235,5110,5145,3905,15980,15980,19090,12240,12240,23160,NA
"89",90000605,"QANA'AH PETROL STATIONS","SOUTH2",54600,"90000605-4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90000613,"STESYEN MINYAK AZIZ","SOUTH2",60060,"90000613-3","PRIMAX 95",5500,5000,5000,5000,6000,6500,6000,20000,20000,20000,20000,20000,20000,NA
"91",90000613,"STESYEN MINYAK AZIZ","SOUTH2",60060,"90000613-1","BIODIESEL B7 (RETAIL)",3000,3000,3000,3000,3000,1000,2000,16000,18000,20000,17000,14000,14000,NA
"92",90000613,"STESYEN MINYAK AZIZ","SOUTH2",60060,"90000613-2","PRIMAX 95",5500,5000,5000,5000,6000,6500,6000,16000,16000,22000,23000,13000,22000,NA
"93",90000613,"STESYEN MINYAK AZIZ","SOUTH2",60060,"90000613-4","PRIMAX 97",500,500,500,1000,1000,1500,1000,12000,11500,11000,10500,9500,8500,NA
"94",90000622,"STESEN SERVIS IDRIS PARDI","SOUTH2",103740,"90000622-1","PRIMAX 95",5433,5767,5793,6614,7127,7280,5947,NA,16000,20000,14000,20000,15000,NA
"95",90000622,"STESEN SERVIS IDRIS PARDI","SOUTH2",103740,"90000622-3","PRIMAX 95",5434,5767,5793,6613,7126,7280,5946,NA,20000,15000,20000,16000,16000,NA
"96",90000622,"STESEN SERVIS IDRIS PARDI","SOUTH2",103740,"90000622-2","PRIMAX 95",5433,5766,5794,6613,7127,7280,5947,NA,20000,20000,20000,20000,20000,NA
"97",90000622,"STESEN SERVIS IDRIS PARDI","SOUTH2",103740,"90000622-4","BIODIESEL B7 (RETAIL)",7460,8460,6460,2920,6000,4920,7000,NA,19000,16000,15000,23000,17000,NA
"98",90000626,"KELAPA SAWIT PETRONAS SERVICE","SOUTH2",81900,"90000626-2","BIODIESEL B7 (RETAIL)",4729,4547,4798,4471,4252,2152,4509,11924,11924,14835,3081,18656,9527,NA
"99",90000626,"KELAPA SAWIT PETRONAS SERVICE","SOUTH2",81900,"90000626-4","PRIMAX 95",7232,6604,9210,10563,8416,7375,7493,18112,16231,15205,16086,11075,11484,NA
"100",90000626,"KELAPA SAWIT PETRONAS SERVICE","SOUTH2",81900,"90000626-1","BIODIESEL B7 (RETAIL)",4728,4546,4798,4471,4253,2153,4509,12156,8260,2042,24140,16367,17099,NA
"101",90000626,"KELAPA SAWIT PETRONAS SERVICE","SOUTH2",81900,"90000626-3","PRIMAX 97",401,303,829,1128,789,787,517,12237,11779,11411,10536,9402,8708,NA
"102",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-1","PRIMAX 95",5325,5075,5400,5275,5875,5700,5800,21900,14300,12700,12700,23800,16600,NA
"103",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-2","PRIMAX 95",5325,5075,5400,5275,5875,5700,5800,9200,20100,19800,15800,2900,2900,NA
"104",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-4","PRIMAX 95",5325,5075,5400,5275,5875,5700,5800,16300,13800,8500,8500,21300,8600,NA
"105",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-5","PRIMAX 97",3000,3000,3100,3400,3200,4100,4300,18800,15700,23600,20300,17500,13600,NA
"106",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-3","PRIMAX 95",5325,5075,5400,5275,5875,5700,5800,16100,16300,19100,22500,22500,19200,NA
"107",90000636,"H.J. ENTERPRISE","SOUTH2",54600,"90000636-6","BIODIESEL B7 (RETAIL)",2800,3200,2800,2800,2600,1900,3500,23100,20600,17200,14600,22500,19900,NA
"108",90000638,"PERNIAGAAN MURIJAYA","SOUTH2",21840,"90000638-1","PRIMAX 95",3400,2834,3000,2833,2500,2467,2400,12680,13400,13400,24320,15820,15820,NA
"109",90000638,"PERNIAGAAN MURIJAYA","SOUTH2",21840,"90000638-2","PRIMAX 95",3400,2833,3000,2833,2500,2467,2400,17390,22850,14350,10810,22130,14630,NA
"110",90000638,"PERNIAGAAN MURIJAYA","SOUTH2",21840,"90000638-3","PRIMAX 95",3400,2833,3000,2834,2500,2466,2400,8488,8488,8488,8488,8488,8488,NA
"111",90000638,"PERNIAGAAN MURIJAYA","SOUTH2",21840,"90000638-4","BIODIESEL B7 (RETAIL)",2000,2000,2000,1500,1200,1200,1300,12025,10025,8025,11485,9985,8585,NA
"112",90000640,"KOPERASI SERBAGUNA PENEROKA","SOUTH2",60060,"90000640-3","PRIMAX 95",3540,3416,3637,3709,4161,4225,3377,12950,23730,16890,22270,22270,14170,NA
"113",90000640,"KOPERASI SERBAGUNA PENEROKA","SOUTH2",60060,"90000640-1","BIODIESEL B7 (RETAIL)",3589,4519,4015,1851,3265,2705,3359,17710,19940,15450,16830,15000,22490,NA
"114",90000640,"KOPERASI SERBAGUNA PENEROKA","SOUTH2",60060,"90000640-2","PRIMAX 95",3540,3417,3636,3708,4162,4225,3377,23320,21730,21730,25320,17970,23260,NA
"115",90000653,"FELDA TRADING SDN BHD","SOUTH1",54600,"90000653-1","BIODIESEL B7 (RETAIL)",1800,800,1800,1000,1000,1200,1700,14000,11800,11000,9200,8200,7000,NA
"116",90000653,"FELDA TRADING SDN BHD","SOUTH1",54600,"90000653-2","PRIMAX 95",2500,2500,2500,2500,2700,2600,2700,17700,15000,12500,20900,18500,15700,NA
"117",90000668,"PEEA ENTERPRISE","SOUTH2",131040,"90000668-4","PRIMAX 95",3018,2891,3176,3112,3271,3264,3035,20416,14677,14822,11567,17075,16483,NA
"118",90000668,"PEEA ENTERPRISE","SOUTH2",131040,"90000668-1","PRIMAX 97",838,778,1441,1066,1123,729,875,10623,9785,9007,7566,6500,16297,NA
"119",90000668,"PEEA ENTERPRISE","SOUTH2",131040,"90000668-3","PRIMAX 95",3017,2890,3175,3112,3271,3265,3035,14671,11357,11446,17549,17549,12626,NA
"120",90000668,"PEEA ENTERPRISE","SOUTH2",131040,"90000668-2","PRIMAX 95",3017,2890,3176,3112,3271,3265,3035,13080,18541,9636,13641,20637,16339,NA
"121",90000668,"PEEA ENTERPRISE","SOUTH2",131040,"90000668-5","BIODIESEL B7 (RETAIL)",7405,7299,7321,6317,5471,4836,6870,18344,16399,9100,18159,17302,22751,NA
"122",90001016,"KOPERASI PEKEBUN2 KECIL GETAH","EAST1",49140,"90001016-2","PRIMAX 95",1743,1902,1886,1623,1945,1907,1623,9928,9928,6362,1286,12240,12240,NA
"123",90001016,"KOPERASI PEKEBUN2 KECIL GETAH","EAST1",49140,"90001016-3","PRIMAX 95",1742,1902,1886,1624,1946,1906,1623,10950,5752,1191,12653,12653,12653,NA
"124",90001016,"KOPERASI PEKEBUN2 KECIL GETAH","EAST1",49140,"90001016-1","PRIMAX 95",1742,1903,1886,1623,1945,1906,1623,2440,13343,15737,14546,9652,3834,NA
"125",90001016,"KOPERASI PEKEBUN2 KECIL GETAH","EAST1",49140,"90001016-4","PRIMAX 97",281,191,197,291,170,314,174,6426,6152,6094,5840,5588,5362,NA
"126",90001016,"KOPERASI PEKEBUN2 KECIL GETAH","EAST1",49140,"90001016-5","BIODIESEL B7 (RETAIL)",1453,1399,1892,410,1195,1646,1440,7800,6360,10493,14062,13600,12435,NA
"127",90001019,"NIKANIAGA TRAVEL & TOURS SDN BHD","EAST1",92640,"90001019-4","BIODIESEL B7 (RETAIL)",9787,7012,10611,4407,8231,8327,7583,13086,8926,12693,13086,14071,16850,NA
"128",90001019,"NIKANIAGA TRAVEL & TOURS SDN BHD","EAST1",92640,"90001019-2","PRIMAX 97",195,203,318,204,199,228,405,14414,14206,13966,13668,13593,13205,NA
"129",90001019,"NIKANIAGA TRAVEL & TOURS SDN BHD","EAST1",92640,"90001019-1","PRIMAX 95",4002,4303,4543,4402,4480,4507,4728,24194,16481,18622,23895,20703,17216,NA
"130",90001019,"NIKANIAGA TRAVEL & TOURS SDN BHD","EAST1",92640,"90001019-3","PRIMAX 95",4002,4303,4542,4403,4480,4507,4728,10783,21494,21494,12596,18124,23506,NA
"131",90001023,"KOPERASI SERBAGUNA DARA BERHAD","EAST2",70980,"90001023-4","PRIMAX 95",3162,3188,3211,4121,3846,2798,3618,13859,11420,9164,7133,9445,6578,NA
"132",90001023,"KOPERASI SERBAGUNA DARA BERHAD","EAST2",70980,"90001023-1","BIODIESEL B7 (RETAIL)",1738,1628,1515,2120,1409,911,1324,13449,9897,7605,5444,13575,11870,NA
"133",90001023,"KOPERASI SERBAGUNA DARA BERHAD","EAST2",70980,"90001023-2","PRIMAX 95",3163,3189,3211,4121,3846,2798,3617,21505,20745,20394,12576,21477,16929,NA
"134",90001023,"KOPERASI SERBAGUNA DARA BERHAD","EAST2",70980,"90001023-3","PRIMAX 95",3163,3189,3210,4121,3847,2798,3617,26423,19329,10851,21871,13523,8969,NA
"135",90001027,"SYKT SERBA ANIKA JENIS","EAST2",70980,"90001027-1","PRIMAX 95",2666,2000,2000,2667,2333,667,2333,9673,20775,20775,18180,14027,15580,NA
"136",90001027,"SYKT SERBA ANIKA JENIS","EAST2",70980,"90001027-2","PRIMAX 95",2667,2000,2000,2666,2334,667,2334,13633,15588,12469,12390,12390,18107,NA
"137",90001027,"SYKT SERBA ANIKA JENIS","EAST2",70980,"90001027-4","BIODIESEL B7 (RETAIL)",2000,2000,3000,3000,3000,7000,2000,13695,16328,13664,10627,7365,9552,NA
"138",90001027,"SYKT SERBA ANIKA JENIS","EAST2",70980,"90001027-3","PRIMAX 95",2667,2000,2000,2667,2333,666,2333,13715,20245,17203,14016,9720,17203,NA
"139",90001044,"KOTA LAMA STESEN PAM & SERVIS","EAST1",32760,"90001044-4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",90001044,"KOTA LAMA STESEN PAM & SERVIS","EAST1",32760,"90001044-1","BIODIESEL B7 (RETAIL)",1500,1300,1500,750,2000,1300,1400,8700,12500,13000,10500,9000,8000,NA
"141",90001044,"KOTA LAMA STESEN PAM & SERVIS","EAST1",32760,"90001044-2","PRIMAX 95",4350,4500,4900,4250,7500,4650,4050,7600,11800,12500,6000,9500,8600,NA
"142",90001044,"KOTA LAMA STESEN PAM & SERVIS","EAST1",32760,"90001044-3","PRIMAX 95",4350,4500,4900,4250,7500,4650,4050,18000,17000,18000,14000,12500,16000,NA
"143",90001055,"KOPERASI SERBAGUNA FELDA CHINI SATU","EAST2",81900,"90001055-2","PRIMAX 95",3177,2864,2362,3416,2970,2931,2620,26445,26445,18605,11572,6467,8276,NA
"144",90001055,"KOPERASI SERBAGUNA FELDA CHINI SATU","EAST2",81900,"90001055-3","BIODIESEL B7 (RETAIL)",4012,4989,2351,4029,3680,2809,3782,21932,18065,18520,16209,17662,19298,NA
"145",90001055,"KOPERASI SERBAGUNA FELDA CHINI SATU","EAST2",81900,"90001055-4","PRIMAX 95",3176,2865,2363,3416,2971,2931,2620,17642,17642,17642,17642,17642,17642,NA
"146",90001055,"KOPERASI SERBAGUNA FELDA CHINI SATU","EAST2",81900,"90001055-1","PRIMAX 95",3177,2865,2362,3416,2970,2931,2621,12651,2770,13312,13312,18733,13511,NA
