STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
IA,1982Q4,42211.74,40101.15,2110.59,5.0%,0.425,0.000
IA,1983Q1,42703.52,40568.35,2135.18,5.0%,0.430,0.000
IA,1983Q2,43187.72,41028.34,2159.39,5.0%,0.435,0.000
IA,1983Q3,43588.50,41409.08,2179.43,5.0%,0.439,0.000
IA,1983Q4,43906.73,41711.39,2195.34,5.0%,0.443,0.000
IA,1984Q1,44191.04,41981.49,2209.55,5.0%,0.445,0.000
IA,1984Q2,44467.42,41998.18,2469.24,5.6%,0.448,0.000
IA,1984Q3,44733.94,41850.43,2883.51,6.4%,0.451,0.000
IA,1984Q4,45014.62,41854.00,3160.62,7.0%,0.454,0.000
IA,1985Q1,45299.87,42062.79,3237.07,7.1%,0.457,0.000
IA,1985Q2,45583.49,42418.59,3164.90,6.9%,0.459,0.000
IA,1985Q3,45862.24,42835.04,3027.19,6.6%,0.462,0.000
IA,1985Q4,46120.29,43225.66,2894.63,6.3%,0.465,0.000
IA,1986Q1,46375.97,43524.48,2851.49,6.1%,0.467,0.000
IA,1986Q2,46618.43,43749.35,2869.08,6.2%,0.470,0.000
IA,1986Q3,46834.22,43938.81,2895.41,6.2%,0.472,0.000
IA,1986Q4,47018.18,44131.67,2886.51,6.1%,0.474,0.000
IA,1987Q1,47172.24,44357.21,2815.03,6.0%,0.475,0.000
IA,1987Q2,47284.67,44613.03,2671.64,5.7%,0.477,0.000
IA,1987Q3,47383.17,44884.41,2498.76,5.3%,0.478,0.000
IA,1987Q4,47534.31,45157.59,2376.72,5.0%,0.479,0.000
IA,1988Q1,47843.45,45451.27,2392.17,5.0%,0.482,0.000
IA,1988Q2,48300.62,45885.59,2415.03,5.0%,0.487,0.000
IA,1988Q3,48856.22,46413.41,2442.81,5.0%,0.492,0.000
IA,1988Q4,49463.68,46990.50,2473.18,5.0%,0.499,0.000
IA,1989Q1,50128.35,47621.93,2506.42,5.0%,0.505,0.000
IA,1989Q2,50834.20,48292.49,2541.71,5.0%,0.512,0.001
IA,1989Q3,51564.99,48986.74,2578.25,5.0%,0.520,0.001
IA,1989Q4,52296.33,49681.52,2614.82,5.0%,0.527,0.001
IA,1990Q1,53021.73,50370.64,2651.09,5.0%,0.534,0.001
IA,1990Q2,53728.67,51042.24,2686.43,5.0%,0.542,0.001
IA,1990Q3,54529.36,51802.90,2726.47,5.0%,0.550,0.001
IA,1990Q4,55302.89,52537.74,2765.14,5.0%,0.557,0.002
IA,1991Q1,56063.30,53260.14,2803.17,5.0%,0.565,0.002
IA,1991Q2,56825.19,53983.93,2841.26,5.0%,0.573,0.002
IA,1991Q3,57621.43,54740.36,2881.07,5.0%,0.581,0.003
IA,1991Q4,58487.22,55562.86,2924.36,5.0%,0.590,0.004
IA,1992Q1,59441.40,56469.33,2972.07,5.0%,0.599,0.005
IA,1992Q2,60491.71,57467.12,3024.59,5.0%,0.610,0.006
IA,1992Q3,61620.38,58539.36,3081.02,5.0%,0.621,0.008
IA,1992Q4,62832.89,59691.24,3141.64,5.0%,0.633,0.010
IA,1993Q1,64129.95,60923.46,3206.50,5.0%,0.646,0.014
IA,1993Q2,65481.14,62207.08,3274.06,5.0%,0.660,0.018
IA,1993Q3,66858.22,63515.31,3342.91,5.0%,0.674,0.024
IA,1993Q4,68208.02,64797.62,3410.40,5.0%,0.687,0.031
IA,1994Q1,69469.76,65996.27,3473.49,5.0%,0.700,0.039
IA,1994Q2,70643.55,67111.37,3532.18,5.0%,0.712,0.047
IA,1994Q3,71758.39,68170.47,3587.92,5.0%,0.723,0.055
IA,1994Q4,72837.95,69196.06,3641.90,5.0%,0.734,0.063
IA,1995Q1,73923.99,70227.79,3696.20,5.0%,0.745,0.069
IA,1995Q2,75037.07,71285.22,3751.85,5.0%,0.756,0.075
IA,1995Q3,76158.13,72350.22,3807.91,5.0%,0.768,0.081
IA,1995Q4,77255.51,73392.74,3862.78,5.0%,0.779,0.088
IA,1996Q1,78309.58,74394.10,3915.48,5.0%,0.789,0.095
IA,1996Q2,79303.92,75338.72,3965.20,5.0%,0.799,0.104
IA,1996Q3,80249.99,76237.49,4012.50,5.0%,0.809,0.114
IA,1996Q4,81170.77,77112.23,4058.54,5.0%,0.818,0.129
IA,1997Q1,82105.48,78000.20,4105.27,5.0%,0.828,0.149
IA,1997Q2,83091.68,78937.09,4154.58,5.0%,0.838,0.177
IA,1997Q3,84157.27,79949.41,4207.86,5.0%,0.848,0.214
IA,1997Q4,85333.60,81066.92,4266.68,5.0%,0.860,0.259
IA,1998Q1,86620.53,82289.51,4331.03,5.0%,0.873,0.312
IA,1998Q2,87997.54,83597.67,4399.88,5.0%,0.887,0.373
IA,1998Q3,89442.02,84969.92,4472.10,5.0%,0.902,0.447
IA,1998Q4,90920.93,85795.87,5125.06,5.6%,0.916,0.541
IA,1999Q1,92375.15,86279.57,6095.57,6.6%,0.931,0.644
IA,1999Q2,93813.67,86745.82,7067.85,7.5%,0.946,0.747
IA,1999Q3,95217.78,87272.85,7944.92,8.3%,0.960,0.840
IA,1999Q4,96589.77,87937.11,8652.66,9.0%,0.974,0.915
IA,2000Q1,97921.72,88772.45,9149.27,9.3%,0.987,0.966
IA,2000Q2,99212.37,89749.05,9463.32,9.5%,1.000,1.000
IA,2000Q3,100469.46,90759.81,9709.65,9.7%,1.013,1.027
IA,2000Q4,101695.77,91712.01,9983.76,9.8%,1.025,1.057
IA,2001Q1,102926.82,92563.16,10363.65,10.1%,1.037,1.102
IA,2001Q2,104165.02,93311.14,10853.88,10.4%,1.050,1.156
IA,2001Q3,105421.29,94053.93,11367.36,10.8%,1.063,1.211
IA,2001Q4,106712.55,94868.29,11844.25,11.1%,1.076,1.263
IA,2002Q1,108046.23,95774.74,12271.48,11.4%,1.089,1.306
IA,2002Q2,109433.31,96702.24,12731.07,11.6%,1.103,1.355
IA,2002Q3,110860.52,97480.33,13380.19,12.1%,1.117,1.425
IA,2002Q4,112306.95,97956.68,14350.27,12.8%,1.132,1.529
IA,2003Q1,113759.89,98078.66,15681.23,13.8%,1.147,1.673
IA,2003Q2,115228.52,98115.84,17112.68,14.9%,1.161,1.827
IA,2003Q3,116746.78,98461.05,18285.73,15.7%,1.177,1.954
IA,2003Q4,118327.32,99496.96,18830.36,15.9%,1.193,2.013
IA,2004Q1,119987.65,101471.08,18516.57,15.4%,1.209,1.980
IA,2004Q2,121714.97,104123.19,17591.77,14.5%,1.227,1.882
IA,2004Q3,123477.19,107047.16,16430.04,13.3%,1.245,1.758
IA,2004Q4,125251.10,109841.78,15409.33,12.3%,1.262,1.650
IA,2005Q1,126991.17,112192.64,14798.53,11.7%,1.280,1.585
IA,2005Q2,128710.71,114145.35,14565.36,11.3%,1.297,1.560
IA,2005Q3,130369.24,115826.51,14542.73,11.2%,1.314,1.559
IA,2005Q4,132006.75,117364.31,14642.44,11.1%,1.331,1.570
IA,2006Q1,133599.46,118851.47,14747.99,11.0%,1.347,1.582
IA,2006Q2,135091.32,120266.41,14824.92,11.0%,1.362,1.592
IA,2006Q3,136452.62,121543.92,14908.69,10.9%,1.375,1.602
IA,2006Q4,137680.92,122622.50,15058.42,10.9%,1.388,1.620
IA,2007Q1,138764.26,123493.25,15271.01,11.0%,1.399,1.646
IA,2007Q2,139637.86,124271.24,15366.62,11.0%,1.407,1.658
IA,2007Q3,140271.26,125151.86,15119.40,10.8%,1.414,1.633
IA,2007Q4,140644.87,126319.14,14325.73,10.2%,1.418,1.548
IA,2008Q1,140831.14,127896.30,12934.84,9.2%,1.419,1.399
IA,2008Q2,140899.59,129767.64,11131.95,7.9%,1.420,1.204
IA,2008Q3,140942.72,131754.96,9187.76,6.5%,1.421,0.994
IA,2008Q4,141035.25,133680.95,7354.30,5.2%,1.422,0.796
IA,2009Q1,141181.15,134122.09,7059.06,5.0%,1.423,0.626
IA,2009Q2,141423.17,134352.02,7071.16,5.0%,1.425,0.520
IA,2009Q3,141733.45,134646.78,7086.67,5.0%,1.429,0.459
IA,2009Q4,141991.91,134892.31,7099.60,5.0%,1.431,0.421
IA,2010Q1,142140.96,135033.91,7107.05,5.0%,1.433,0.398
IA,2010Q2,142161.54,135053.46,7108.08,5.0%,1.433,0.376
IA,2010Q3,142083.95,134979.76,7104.20,5.0%,1.432,0.346
IA,2010Q4,142109.37,135003.90,7105.47,5.0%,1.432,0.312
IA,2011Q1,142300.85,135185.81,7115.04,5.0%,1.434,0.271
IA,2011Q2,142848.16,135705.75,7142.41,5.0%,1.440,0.241
IA,2011Q3,143737.31,136550.44,7186.87,5.0%,1.449,0.224
IA,2011Q4,144898.11,137653.21,7244.91,5.0%,1.460,0.223
IA,2012Q1,146258.18,138537.12,7721.06,5.3%,1.474,0.238
IA,2012Q2,147710.82,139202.52,8508.30,5.8%,1.489,0.262
IA,2012Q3,149303.57,139804.97,9498.60,6.4%,1.505,0.293
IA,2012Q4,151046.09,140501.15,10544.94,7.0%,1.522,0.325
IA,2013Q1,152909.58,141411.49,11498.10,7.5%,1.541,0.355
IA,2013Q2,154857.25,142510.45,12346.80,8.0%,1.561,0.381
IA,2013Q3,156784.38,143735.74,13048.64,8.3%,1.580,0.403
IA,2013Q4,158647.02,145024.84,13622.18,8.6%,1.599,0.421
IA,2014Q1,160415.71,147670.45,12745.26,7.9%,1.617,0.394
IA,2014Q2,162129.01,147726.45,14402.56,8.9%,1.634,0.445
IA,2014Q3,163884.68,150768.01,13116.67,8.0%,1.652,0.406
IA,2014Q4,165709.29,153731.95,11977.34,7.2%,1.670,0.371
IA,2015Q1,167665.51,153782.46,13883.05,8.3%,1.690,0.430
IA,2015Q2,169756.83,152203.17,17553.66,10.3%,1.711,0.544
IA,2015Q3,171947.47,152921.47,19026.00,11.1%,1.733,0.590
IA,2015Q4,174204.36,154258.65,19945.70,11.4%,1.756,0.619
IA,2016Q1,176476.40,155686.48,20789.93,11.8%,1.779,0.645
KS,1975Q1,24941.65,23694.57,1247.08,5.0%,0.235,0.000
KS,1975Q2,25535.96,24259.17,1276.80,5.0%,0.241,0.000
KS,1975Q3,26150.41,24842.89,1307.52,5.0%,0.246,0.000
KS,1975Q4,26784.78,25445.54,1339.24,5.0%,0.252,0.000
KS,1976Q1,27458.58,26085.65,1372.93,5.0%,0.259,0.000
KS,1976Q2,28171.11,26762.56,1408.56,5.0%,0.266,0.000
KS,1976Q3,28952.94,27505.30,1447.65,5.0%,0.273,0.000
KS,1976Q4,29834.48,28342.76,1491.72,5.0%,0.281,0.000
KS,1977Q1,30820.83,29279.79,1541.04,5.0%,0.290,0.000
KS,1977Q2,31898.54,30037.40,1861.15,5.8%,0.301,0.001
KS,1977Q3,33032.18,30564.75,2467.43,7.5%,0.311,0.001
KS,1977Q4,34211.65,31100.22,3111.43,9.1%,0.322,0.001
KS,1978Q1,35414.85,31654.46,3760.38,10.6%,0.334,0.001
KS,1978Q2,36632.29,32237.55,4394.75,12.0%,0.345,0.001
KS,1978Q3,37852.85,32875.43,4977.42,13.1%,0.357,0.002
KS,1978Q4,39037.25,33590.02,5447.23,14.0%,0.368,0.002
KS,1979Q1,40178.69,34388.00,5790.69,14.4%,0.379,0.002
KS,1979Q2,41268.41,35243.62,6024.79,14.6%,0.389,0.002
KS,1979Q3,42292.92,36107.21,6185.70,14.6%,0.399,0.002
KS,1979Q4,43226.09,36932.92,6293.16,14.6%,0.407,0.002
KS,1980Q1,44051.98,37685.14,6366.84,14.5%,0.415,0.002
KS,1980Q2,44743.04,38374.07,6368.97,14.2%,0.422,0.002
KS,1980Q3,45287.58,39018.43,6269.15,13.8%,0.427,0.002
KS,1980Q4,45699.92,39637.42,6062.51,13.3%,0.431,0.002
KS,1981Q1,46032.04,40257.00,5775.03,12.5%,0.434,0.002
KS,1981Q2,46419.89,40903.59,5516.30,11.9%,0.437,0.002
KS,1981Q3,46828.76,41619.98,5208.78,11.1%,0.441,0.002
KS,1981Q4,47243.27,42445.34,4797.94,10.2%,0.445,0.001
KS,1982Q1,47613.76,43396.44,4217.33,8.9%,0.449,0.001
KS,1982Q2,47986.49,44399.12,3587.37,7.5%,0.452,0.001
KS,1982Q3,48383.70,45357.07,3026.64,6.3%,0.456,0.001
KS,1982Q4,48801.38,46173.73,2627.65,5.4%,0.460,0.001
KS,1983Q1,49237.94,46774.10,2463.84,5.0%,0.464,0.001
KS,1983Q2,49656.75,47173.91,2482.84,5.0%,0.468,0.001
KS,1983Q3,50004.47,47504.25,2500.22,5.0%,0.471,0.001
KS,1983Q4,50316.70,47800.86,2515.83,5.0%,0.474,0.001
KS,1984Q1,50600.12,48070.11,2530.01,5.0%,0.477,0.001
KS,1984Q2,50869.23,48325.77,2543.46,5.0%,0.479,0.001
KS,1984Q3,51159.43,48601.46,2557.97,5.0%,0.482,0.001
KS,1984Q4,51518.24,48942.33,2575.91,5.0%,0.486,0.001
KS,1985Q1,51960.85,49362.81,2598.04,5.0%,0.490,0.002
KS,1985Q2,52482.16,49858.06,2624.11,5.0%,0.495,0.002
KS,1985Q3,53076.30,50422.48,2653.81,5.0%,0.500,0.002
KS,1985Q4,53732.41,51045.79,2686.62,5.0%,0.506,0.002
KS,1986Q1,54432.66,51711.03,2721.63,5.0%,0.513,0.002
KS,1986Q2,55131.64,52375.06,2756.58,5.0%,0.520,0.003
KS,1986Q3,55808.97,53018.52,2790.45,5.0%,0.526,0.003
KS,1986Q4,56445.79,53623.50,2822.29,5.0%,0.532,0.003
KS,1987Q1,57028.84,54177.39,2851.44,5.0%,0.537,0.004
KS,1987Q2,57537.51,54660.63,2876.88,5.0%,0.542,0.004
KS,1987Q3,57954.23,55056.52,2897.71,5.0%,0.546,0.004
KS,1987Q4,58317.89,55401.99,2915.89,5.0%,0.550,0.005
KS,1988Q1,58683.96,55749.77,2934.20,5.0%,0.553,0.005
KS,1988Q2,59064.18,56110.97,2953.21,5.0%,0.557,0.005
KS,1988Q3,59457.51,56484.63,2972.88,5.0%,0.560,0.005
KS,1988Q4,59878.14,56884.24,2993.91,5.0%,0.564,0.005
KS,1989Q1,60300.17,57285.16,3015.01,5.0%,0.568,0.006
KS,1989Q2,60723.95,57609.19,3114.75,5.1%,0.572,0.006
KS,1989Q3,61104.27,57855.03,3249.24,5.3%,0.576,0.006
KS,1989Q4,61427.63,58087.90,3339.72,5.4%,0.579,0.006
KS,1990Q1,61685.88,58310.30,3375.59,5.5%,0.581,0.006
KS,1990Q2,61894.21,58530.88,3363.33,5.4%,0.583,0.006
KS,1990Q3,62031.66,58752.25,3279.41,5.3%,0.585,0.006
KS,1990Q4,62171.66,58978.74,3192.92,5.1%,0.586,0.006
KS,1991Q1,62345.54,59212.60,3132.95,5.0%,0.588,0.006
KS,1991Q2,62577.42,59448.55,3128.87,5.0%,0.590,0.006
KS,1991Q3,62917.15,59771.29,3145.86,5.0%,0.593,0.006
KS,1991Q4,63399.04,60229.09,3169.95,5.0%,0.598,0.007
KS,1992Q1,64001.14,60801.08,3200.06,5.0%,0.603,0.007
KS,1992Q2,64714.11,61478.41,3235.71,5.0%,0.610,0.009
KS,1992Q3,65548.63,62271.20,3277.43,5.0%,0.618,0.010
KS,1992Q4,66491.71,63167.13,3324.59,5.0%,0.627,0.013
KS,1993Q1,67546.01,64168.71,3377.30,5.0%,0.637,0.015
KS,1993Q2,68717.57,65281.69,3435.88,5.0%,0.648,0.019
KS,1993Q3,69993.29,66493.63,3499.66,5.0%,0.660,0.024
KS,1993Q4,71333.37,67766.70,3566.67,5.0%,0.672,0.030
KS,1994Q1,72691.44,69056.87,3634.57,5.0%,0.685,0.038
KS,1994Q2,74024.17,70322.96,3701.21,5.0%,0.698,0.047
KS,1994Q3,75303.26,71538.09,3765.16,5.0%,0.710,0.057
KS,1994Q4,76551.31,72723.75,3827.57,5.0%,0.721,0.068
KS,1995Q1,77793.13,73903.47,3889.66,5.0%,0.733,0.080
KS,1995Q2,79018.45,75067.53,3950.92,5.0%,0.745,0.094
KS,1995Q3,80218.88,76207.93,4010.94,5.0%,0.756,0.110
KS,1995Q4,81378.70,77309.77,4068.94,5.0%,0.767,0.126
KS,1996Q1,82477.41,78353.54,4123.87,5.0%,0.777,0.142
KS,1996Q2,83521.05,79345.00,4176.05,5.0%,0.787,0.158
KS,1996Q3,84519.33,80293.36,4225.97,5.0%,0.797,0.177
KS,1996Q4,85520.22,81244.21,4276.01,5.0%,0.806,0.201
KS,1997Q1,86605.10,82123.31,4481.80,5.2%,0.816,0.238
KS,1997Q2,87831.38,82360.25,5471.13,6.2%,0.828,0.291
KS,1997Q3,89196.61,82579.98,6616.63,7.4%,0.841,0.352
KS,1997Q4,90675.51,82838.09,7837.42,8.6%,0.855,0.418
KS,1998Q1,92241.61,83183.77,9057.85,9.8%,0.869,0.484
KS,1998Q2,93873.93,83578.39,10295.55,11.0%,0.885,0.552
KS,1998Q3,95585.29,83996.17,11589.12,12.1%,0.901,0.622
KS,1998Q4,97327.57,84402.85,12924.72,13.3%,0.917,0.695
KS,1999Q1,98983.57,84778.85,14204.71,14.4%,0.933,0.765
KS,1999Q2,100508.58,85157.99,15350.59,15.3%,0.947,0.828
KS,1999Q3,101928.34,85591.45,16336.89,16.0%,0.961,0.882
KS,1999Q4,103301.57,86129.79,17171.77,16.6%,0.974,0.928
KS,2000Q1,104695.30,86772.34,17922.96,17.1%,0.987,0.967
KS,2000Q2,106103.40,87588.03,18515.37,17.5%,1.000,1.000
KS,2000Q3,107529.32,88506.60,19022.72,17.7%,1.013,1.029
KS,2000Q4,108980.62,89494.48,19486.13,17.9%,1.027,1.056
KS,2001Q1,110482.90,90569.84,19913.07,18.0%,1.041,1.085
KS,2001Q2,112033.36,91560.01,20473.35,18.3%,1.056,1.118
KS,2001Q3,113582.47,92470.08,21112.39,18.6%,1.070,1.155
KS,2001Q4,115099.50,93251.98,21847.52,19.0%,1.085,1.197
KS,2002Q1,116556.23,93828.67,22727.56,19.5%,1.099,1.244
KS,2002Q2,117989.32,94283.63,23705.69,20.1%,1.112,1.299
KS,2002Q3,119436.37,94583.47,24852.90,20.8%,1.126,1.363
KS,2002Q4,120917.52,94731.91,26185.61,21.7%,1.140,1.437
KS,2003Q1,122439.27,94801.92,27637.34,22.6%,1.154,1.520
KS,2003Q2,124015.43,94986.58,29028.85,23.4%,1.169,1.598
KS,2003Q3,125682.32,95598.32,30084.00,23.9%,1.185,1.658
KS,2003Q4,127389.22,96928.68,30460.54,23.9%,1.201,1.680
KS,2004Q1,129122.16,99135.60,29986.56,23.2%,1.217,1.654
KS,2004Q2,130847.55,101953.22,28894.33,22.1%,1.233,1.594
KS,2004Q3,132550.79,104945.66,27605.14,20.8%,1.249,1.524
KS,2004Q4,134270.70,107692.09,26578.60,19.8%,1.265,1.468
KS,2005Q1,136037.09,109874.00,26163.09,19.2%,1.282,1.446
KS,2005Q2,137864.84,111586.16,26278.68,19.1%,1.299,1.454
KS,2005Q3,139753.76,113023.90,26729.86,19.1%,1.317,1.480
KS,2005Q4,141691.65,114383.17,27308.48,19.3%,1.335,1.513
KS,2006Q1,143637.87,115792.79,27845.08,19.4%,1.354,1.543
KS,2006Q2,145507.25,117219.00,28288.25,19.4%,1.371,1.569
KS,2006Q3,147296.83,118527.31,28769.52,19.5%,1.388,1.598
KS,2006Q4,148935.67,119597.35,29338.32,19.7%,1.404,1.632
KS,2007Q1,150361.17,120406.49,29954.68,19.9%,1.417,1.671
KS,2007Q2,151487.06,121112.26,30374.79,20.1%,1.428,1.698
KS,2007Q3,152246.38,122037.36,30209.02,19.8%,1.435,1.691
KS,2007Q4,152639.09,123476.34,29162.75,19.1%,1.439,1.635
KS,2008Q1,152746.78,125591.29,27155.49,17.8%,1.440,1.524
KS,2008Q2,152682.54,127997.80,24684.73,16.2%,1.439,1.387
KS,2008Q3,152564.64,130184.23,22380.41,14.7%,1.438,1.258
KS,2008Q4,152520.32,131637.10,20883.22,13.7%,1.437,1.175
KS,2009Q1,152555.30,132010.12,20545.18,13.5%,1.438,1.157
KS,2009Q2,152602.72,131629.16,20973.56,13.7%,1.438,1.181
KS,2009Q3,152650.68,130986.21,21664.47,14.2%,1.439,1.220
KS,2009Q4,152575.94,130573.52,22002.42,14.4%,1.438,1.240
KS,2010Q1,152285.19,130740.67,21544.52,14.1%,1.435,1.212
KS,2010Q2,151864.07,131490.08,20373.99,13.4%,1.431,1.147
KS,2010Q3,151242.15,132606.78,18635.37,12.3%,1.425,1.050
KS,2010Q4,150612.86,133906.07,16706.79,11.1%,1.419,0.942
KS,2011Q1,150188.96,135251.39,14937.57,9.9%,1.415,0.844
KS,2011Q2,150208.01,136573.52,13634.49,9.1%,1.416,0.772
KS,2011Q3,150663.10,137891.98,12771.12,8.5%,1.420,0.723
KS,2011Q4,151469.06,139209.06,12260.00,8.1%,1.428,0.695
KS,2012Q1,152559.39,140523.22,12036.17,7.9%,1.438,0.683
KS,2012Q2,153834.07,141839.56,11994.51,7.8%,1.450,0.681
KS,2012Q3,155232.65,143152.93,12079.72,7.8%,1.463,0.686
KS,2012Q4,156684.96,144460.99,12223.97,7.8%,1.477,0.695
KS,2013Q1,158249.06,145762.40,12486.66,7.9%,1.491,0.710
KS,2013Q2,160069.58,147059.04,13010.55,8.1%,1.509,0.741
KS,2013Q3,162047.13,148353.20,13693.93,8.5%,1.527,0.780
KS,2013Q4,164138.19,149647.09,14491.11,8.8%,1.547,0.826
KS,2014Q1,166295.66,152382.69,13912.97,8.4%,1.567,0.794
KS,2014Q2,168384.54,152447.97,15936.57,9.5%,1.587,0.910
KS,2014Q3,170416.04,155593.29,14822.75,8.7%,1.606,0.847
KS,2014Q4,172503.89,158657.52,13846.36,8.0%,1.626,0.792
KS,2015Q1,174706.70,158716.91,15989.79,9.2%,1.647,0.916
KS,2015Q2,176988.31,157096.90,19891.41,11.2%,1.668,1.140
KS,2015Q3,179358.01,157848.99,21509.01,12.0%,1.690,1.234
KS,2015Q4,181737.42,159240.47,22496.95,12.4%,1.713,1.292
KS,2016Q1,184067.76,160726.01,23341.75,12.7%,1.735,1.342
KY,1975Q1,24016.08,22815.28,1200.80,5.0%,0.222,0.000
KY,1975Q2,24495.72,23270.94,1224.79,5.0%,0.226,0.000
KY,1975Q3,24946.85,23699.51,1247.34,5.0%,0.230,0.000
KY,1975Q4,25340.22,23936.40,1403.82,5.5%,0.234,0.000
KY,1976Q1,25662.61,24139.40,1523.21,5.9%,0.237,0.000
KY,1976Q2,25943.58,24437.83,1505.75,5.8%,0.239,0.000
KY,1976Q3,26262.09,24814.08,1448.00,5.5%,0.242,0.000
KY,1976Q4,26694.31,25250.28,1444.03,5.4%,0.246,0.000
KY,1977Q1,27297.69,25729.43,1568.25,5.7%,0.252,0.000
KY,1977Q2,28101.94,26244.14,1857.80,6.6%,0.259,0.000
KY,1977Q3,29070.09,26785.53,2284.56,7.9%,0.268,0.000
KY,1977Q4,30154.21,27345.58,2808.63,9.3%,0.278,0.000
KY,1978Q1,31349.35,27923.68,3425.67,10.9%,0.289,0.000
KY,1978Q2,32642.35,28519.42,4122.93,12.6%,0.301,0.000
KY,1978Q3,33966.55,29147.96,4818.59,14.2%,0.313,0.000
KY,1978Q4,35229.08,29820.29,5408.79,15.4%,0.325,0.000
KY,1979Q1,36364.23,30542.04,5822.19,16.0%,0.336,0.000
KY,1979Q2,37313.20,31305.83,6007.36,16.1%,0.344,0.000
KY,1979Q3,38087.94,32096.49,5991.44,15.7%,0.351,0.000
KY,1979Q4,38748.22,32900.26,5847.96,15.1%,0.358,0.000
KY,1980Q1,39336.92,33698.52,5638.40,14.3%,0.363,0.000
KY,1980Q2,39897.03,34477.18,5419.85,13.6%,0.368,0.000
KY,1980Q3,40442.32,35209.29,5233.02,12.9%,0.373,0.000
KY,1980Q4,40962.53,35871.22,5091.31,12.4%,0.378,0.000
KY,1981Q1,41373.66,36455.36,4918.30,11.9%,0.382,0.000
KY,1981Q2,41627.95,37002.98,4624.97,11.1%,0.384,0.000
KY,1981Q3,41797.93,37576.80,4221.13,10.1%,0.386,0.000
KY,1981Q4,41984.59,38237.60,3746.98,8.9%,0.387,0.000
KY,1982Q1,42223.12,39016.31,3206.81,7.6%,0.390,0.000
KY,1982Q2,42489.07,39820.98,2668.09,6.3%,0.392,0.000
KY,1982Q3,42797.15,40531.01,2266.15,5.3%,0.395,0.000
KY,1982Q4,43184.46,41025.24,2159.22,5.0%,0.399,0.000
KY,1983Q1,43622.55,41441.42,2181.13,5.0%,0.403,0.000
KY,1983Q2,44057.47,41854.60,2202.87,5.0%,0.407,0.000
KY,1983Q3,44465.73,42242.44,2223.29,5.0%,0.410,0.000
KY,1983Q4,44855.22,42612.46,2242.76,5.0%,0.414,0.000
KY,1984Q1,45249.18,42986.72,2262.46,5.0%,0.418,0.000
KY,1984Q2,45628.69,43347.25,2281.43,5.0%,0.421,0.000
KY,1984Q3,46035.05,43733.30,2301.75,5.0%,0.425,0.000
KY,1984Q4,46464.39,44141.18,2323.22,5.0%,0.429,0.000
KY,1985Q1,46926.47,44580.15,2346.32,5.0%,0.433,0.000
KY,1985Q2,47421.98,45050.88,2371.10,5.0%,0.438,0.000
KY,1985Q3,47964.26,45566.05,2398.21,5.0%,0.443,0.000
KY,1985Q4,48587.48,46158.10,2429.37,5.0%,0.448,0.000
KY,1986Q1,49279.03,46815.08,2463.95,5.0%,0.455,0.000
KY,1986Q2,50020.80,47519.76,2501.04,5.0%,0.462,0.000
KY,1986Q3,50793.08,48253.42,2539.65,5.0%,0.469,0.000
KY,1986Q4,51605.27,49025.00,2580.26,5.0%,0.476,0.001
KY,1987Q1,52436.28,49814.46,2621.81,5.0%,0.484,0.001
KY,1987Q2,53274.98,50611.23,2663.75,5.0%,0.492,0.001
KY,1987Q3,54115.10,51409.34,2705.75,5.0%,0.499,0.001
KY,1987Q4,54942.51,52195.38,2747.13,5.0%,0.507,0.001
KY,1988Q1,55777.13,52988.28,2788.86,5.0%,0.515,0.001
KY,1988Q2,56615.36,53784.59,2830.77,5.0%,0.522,0.002
KY,1988Q3,57458.82,54585.88,2872.94,5.0%,0.530,0.002
KY,1988Q4,58290.39,55375.87,2914.52,5.0%,0.538,0.002
KY,1989Q1,59103.92,56148.72,2955.20,5.0%,0.545,0.003
KY,1989Q2,59888.44,56894.01,2994.42,5.0%,0.553,0.003
KY,1989Q3,60631.12,57599.57,3031.56,5.0%,0.560,0.003
KY,1989Q4,61300.73,58235.69,3065.04,5.0%,0.566,0.003
KY,1990Q1,61901.83,58806.74,3095.09,5.0%,0.571,0.004
KY,1990Q2,62459.68,59336.70,3122.98,5.0%,0.576,0.004
KY,1990Q3,63044.02,59891.82,3152.20,5.0%,0.582,0.005
KY,1990Q4,63624.40,60443.18,3181.22,5.0%,0.587,0.005
KY,1991Q1,64238.74,61026.80,3211.94,5.0%,0.593,0.005
KY,1991Q2,64884.82,61640.58,3244.24,5.0%,0.599,0.005
KY,1991Q3,65590.61,62311.08,3279.53,5.0%,0.605,0.005
KY,1991Q4,66393.64,63073.96,3319.68,5.0%,0.613,0.006
KY,1992Q1,67285.45,63921.18,3364.27,5.0%,0.621,0.007
KY,1992Q2,68250.65,64838.12,3412.53,5.0%,0.630,0.008
KY,1992Q3,69297.51,65832.64,3464.88,5.0%,0.639,0.010
KY,1992Q4,70393.92,66874.23,3519.70,5.0%,0.650,0.013
KY,1993Q1,71525.55,67949.28,3576.28,5.0%,0.660,0.015
KY,1993Q2,72701.01,69065.96,3635.05,5.0%,0.671,0.018
KY,1993Q3,73908.82,70213.38,3695.44,5.0%,0.682,0.021
KY,1993Q4,75152.82,71395.18,3757.64,5.0%,0.694,0.025
KY,1994Q1,76421.27,72600.20,3821.06,5.0%,0.705,0.031
KY,1994Q2,77662.48,73779.36,3883.12,5.0%,0.717,0.037
